100,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,
1,2,3,21,5,6,7,8,9,10,1,21,3,4,5,6,7,8,9,10,
0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
0,23,0,22,0,0,0,0,0,0,1,21,3,4,5,6,7,8,9,10,
1,21,3,4,5,6,7,8,9,10,0,21,0,0,0,0,0,0,0,0,
0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
0,21,0,0,0,0,0,0,0,0,0,22,0,0,23,0,0,0,0,0,
0,22,0,0,0,0,0,0,23,0,1,2,3,4,21,6,7,8,9,10,
1,2,3,4,5,6,7,8,21,10,0,0,0,0,21,0,0,0,0,0,
0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,
0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,
0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,
0,0,0,0,0,0,0,0,21,0,0,0,0,0,22,0,0,23,0,0,
1,2,3,4,5,6,7,8,21,10,1,2,3,4,5,6,7,21,9,10,
0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,
0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,
0,23,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,21,0,0,
1,21,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,21,0,0,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,0,0,
0,21,0,0,0,0,0,0,0,0,1,2,3,4,5,21,7,8,9,10,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,
1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,

